id,topic,stance,substance,source,line
2353,obama,Pro,p-quality,H28,"As for the birth certificate... I cannot make this any more clear:  http://www.thedailybeast.com/ blogs-and-stories/2011-04-27/ obamas-birth-certificate-born-in- honolulu/#    His birth certificate is ON DISPLAY in Illinois, and has been since BEFORE HE WAS PRESIDENT. In fact, it's been on display since he was a Senator. Also, his birth is recorded in history; on the date of Barack Obama's birth, his name was listed in the daily newspaper of his birth-town in Hawaii.   So he's American"
2354,obama,Pro,p-health,H28,"47 million people have had to live without health care in this country for the past 10 years, it fluctuating better or for worse over the years. Obama Care guarantees that ALL PEOPLE will have AFFORDABLE health care, BY THE LAW."
2355,obama,Pro,p-economy,B10,"Obama's tried to increase tax on the upper classes, and the corporations, and been blocked by Republicans."
2356,obama,Pro,p-republicans,B10, He is currently the best of a bad lot.
2357,obama,Con,c-economy,B11,"Many believe that increased spending is never a good idea, especially under a recession."
2358,obama,Con,c-quality,B11,"Obama is just another politician with the same BS that Bush brought us. The idea that people truly believe him to be a candidate of ""change"" is, at times, frustrating."
2359,obama,Con,c-economy,E22,if he wants to prevent another collapse then he needs to spend more time enforcing already existing laws rather than dream up new ones.
2360,obama,Con,c-republicans,E22,Obama has continued the same privacy violations that the Bush administration was accused of.
2361,obama,Pro,p-republicans,E23," ""Actually, Bush was the one who passed the first bail outs and in 2003 he tried to regulate Fanny and Freddie but the Democrats blocked him.""  The recession started around December of 2007 so Bush's bail outs didn't do shit."
2362,obama,Pro,p-quality,G45,Renewed dialogue with NATO and other allies and partners on strategic issues
2363,obama,Pro,p-quality,K46,"He is intelligent, wise, and temperant. He has done a good job so far"
2364,obama,Con,c-foreign_policies,N12,"Why do States allow Illegals Drivers Licenses, I would think that would be Harboring a Criminal"
2365,obama,Pro,p-Other,K8,I agree because Obama has done a change to the United States of America an he should get his second term. He's changed many thing and trying to sort other promblems nobody thinks about.
2366,obama,Pro,p-foreign_policies,N13,"People want the Federal Government to act, and, under Obama, it has. (from above):  finishing more than 99.5% of the border fence  Adding more than 3,000 Border Patrol agents  Sending 1,200 national guard to border  increasing money, agents, investigators, prosecutors, surveillance, technology, etc."
2367,obama,Con,c-economy,K9,"First of all, he has had several years to fix the economy. No real greenhouse bills have been passed, they have accomplished nothing besides increasing spending. Saving the car companies did not prevent anything and he basically just plugged leaking holes in corporations that will never work due to the extreme wages payed to workers."
2368,obama,Con,c-War,K9,The war in Iraq is not over.
2369,obama,Con,c-Other,K9,Anyone could have appointed two Justices and he really didn't do a good job there creating the biggest controversy in the history of the Supreme Court.
2370,obama,Con,c-republicans,M35,I like McCain better than Obama. I think that Ron would be the beast out of them all though.
2371,obama,Pro,p-republicans,M34,"If Obama didn't win, think about McCain (shudders). Then even worse, if he died and Palin became president."
2372,obama,Pro,p-republicans,F3,"You've seen the job growth chart, read the healthcare bill and seen we're leaving both Iraq and Afghanistan I hope."
2373,obama,Con,c-economy,O1,President Obama doesn't have the first clue to economics nor do his economist advisers.
2374,obama,Pro,p-quality,A37," And actually Obama is near genius. He came from a lower middle class family, yet still received all types of honors all throughout school and in Ivy league schools no less."
2375,obama,Con,c-quality,A36, And I dont care that he's black he's also an idiot!
2376,obama,Con,c-economy,G125,"What has he done specifically for small business except wanting to tax more if you gross more than 250k, there has been not been any incentive for small business to expand? Go ask any small business owner and ask them first hand what Obama has done for small business. ""Nothing"""
2377,obama,Con,c-job,G125,If the numbers he gave was a mistake that wasn't very smart vetting process considering that almost everybody new before hand that unemployment was going over 8.5% it was just to sell his pork barrel stimulus which is not job creation once the money is all gone then those jobs are gone. Just like the cash for clunkers it was good when it lasted but automakers saw numbers jump 20% but now it's over there sales are back down 20%. It's not real job creation.
2378,obama,Pro,p-economy,G124,Obama has done plenty for  small business .
2379,obama,Pro,p-health,M42,"America has the best hospitals and doctors in the world, I'm just saying."
2380,obama,Con,c-Other,A4," You do realize that it was Bushes idea, right?"
2381,obama,Con,c-quality,A5,Obama is another Hitler. There is not an ounce of capitalism or freedom in him.
2382,obama,Con,c-decision_policies,H16,It may be farfetched to say he's a socialist who wants to change the constitution.
2383,obama,Pro,p-republicans,H17,You're right it is far-fetched to say he's a socialist.  What change has he proposed to the Constitution? Don't you mean Republicans who have  proposed more than a dozen constitutional amendments ?
2384,obama,Con,c-economy,H7,Then why is it so hard for Godmaba to cut spending? Why does it seem like he thinks that MORE spending will help the economy?
2385,obama,Con,c-War,H7,"It's a catch 22 really. If we leave the country will descend back into chaos, and most likely back into the hands of a terror reigm. If we stay we continue to spend ourselves into debt as our service men continue to die.   Exactly! So why did he promise he'd get them out?"
2386,obama,Con,c-health,A40,I can only give him credibility when he can guarantee that has sat down and read all 1000+ pages of the health care legislation he is pushing so intently.
2387,obama,Con,c-quality,A40,"He is no more than a professional politician. He, just like any other politician, was elected by money and has not and will never know what the life of the average US citizen is like."
2388,obama,Pro,p-Other,A41,"Obama so far has been doing what he's supposed to be doing: talk about what his agenda is for the bill that is being debated and formed in the legislature, and correcting or clarifying misconceptions about what is being proposed by his administration."
2389,obama,Pro,p-economy,J39,"Yes, Obama will win in 2012 because by the then, the economy will bounce back to a decent level of satisfaction."
2390,obama,Pro,p-republicans,J39,"Besides, there is no real Republican who can challenge him right now with a so called celebrity status. Maybe this is why Palin is on the show face campaign before presidency campaign."
2391,obama,Pro,p-War,B67,he has managed also to do what bush never managed to do in taking down osama bin laden a man who killed over 3000 innocent Americans.
2392,obama,Pro,p-quality,B67,"calling him the worst president in American history is the most stupidest thing i have ever heard most of the people going against him are only going against him because he is black, no other reason."
